npz_path,clip_id,source_amass,start_s,end_s,duration_s,caption_1,caption_2,caption_3,caption_4,all_captions,caption_1_hi,caption_1_bn,caption_1_ta,caption_2_hi,caption_2_bn,caption_2_ta,caption_3_hi,caption_3_bn,caption_3_ta,caption_4_hi,caption_4_bn,caption_4_ta,caption_1_te,caption_2_te,caption_3_te,caption_4_te,subset,super_group,split
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/CMU/_D%3A%5CHumanML3d%5Camass_data%5CCMU%5C77%5C77_23_poses_keypoints_retargeted.npz,12226,CMU/77/77_23_poses.npz,3.4,13.4,10.0,Robot is limping his leg hurts,the Robot empties the bag of fertilizer on the ground,,,Robot is limping his leg hurts | the Robot empties the bag of fertilizer on the ground,"रोबोट लंगड़ा रहा है, उसके पैर में दर्द हो रहा है",রোবট তার পায়ে ব্যথা করছে,ரோபோ கால் வலிக்கிறது,रोबोट उर्वरक के बैग को जमीन पर खाली कर देता है,রোবট মাটিতে সারের ব্যাগ খালি করে,ரோபோ உர பையை தரையில் காலி செய்கிறது,,,,,,,రోబో కాలు నొప్పిగా కుంటోంది,రోబోట్ ఎరువుల సంచిని నేలపై ఖాళీ చేస్తుంది,,,CMU,clip::2487,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/BMLmovi/_D%3A%5CHumanML3d%5Camass_data%5CBMLmovi%5CSubject_51_F_MoSh%5CSubject_51_F_19_poses_keypoints_retargeted.npz,1979,BMLmovi/Subject_51_F_MoSh/Subject_51_F_19_poses.npz,0.0,4.7,4.7,a Robot kicks low with left foot followed by right foot.,a Robot kicks something with both legs in succession.,Robot swings left foot forward and then right foot forward,,a Robot kicks low with left foot followed by right foot. | a Robot kicks something with both legs in succession. | Robot swings left foot forward and then right foot forward,एक रोबोट बाएँ पैर से किक मारता है और उसके बाद दाएँ पैर से।,একটি রোবট বাম পা দিয়ে নিচে লাথি মারে এবং ডান পা অনুসরণ করে।,ஒரு ரோபோ இடது காலால் வலது காலால் கீழே உதைக்கிறது.,एक रोबोट लगातार दोनों पैरों से किसी चीज़ को मारता है।,একটি রোবট পরপর উভয় পা দিয়ে কিছু একটা লাথি মারে।,ஒரு ரோபோ இரண்டு கால்களாலும் அடுத்தடுத்து எதையோ உதைக்கிறது.,रोबोट बायां पैर आगे की ओर घुमाता है और फिर दायां पैर आगे की ओर घुमाता है,রোবট বাম পা সামনের দিকে এবং তারপর ডান পা সামনের দিকে দুলছে,ரோபோ இடது காலை முன்னும் பின்னும் வலது காலை முன்னோக்கி ஆடுகிறது,,,,ఒక రోబోట్ ఎడమ పాదంతో కుడి పాదంతో తన్నుతుంది.,ఒక రోబోట్ వరుసగా రెండు కాళ్లతో ఏదో తన్నుతుంది.,"రోబోట్ ఎడమ పాదాన్ని ముందుకు, ఆపై కుడి పాదాన్ని ముందుకు తిప్పుతుంది",,BMLmovi,clip::2520,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/BMLmovi/_D%3A%5CHumanML3d%5Camass_data%5CBMLmovi%5CSubject_44_F_MoSh%5CSubject_44_F_12_poses_keypoints_retargeted.npz,1981,BMLmovi/Subject_44_F_MoSh/Subject_44_F_12_poses.npz,0.0,4.15,4.15,a Robot raising both his hands.,"from a standing position the Robot raises their arms to chest height with their elbows bent and hands angled to mimick animal paws, and then turns at the waist from righ to left",a Robot looks left and right with binoculars.,,"a Robot raising both his hands. | from a standing position the Robot raises their arms to chest height with their elbows bent and hands angled to mimick animal paws, and then turns at the waist from righ to left | a Robot looks left and right with binoculars.",एक रोबोट अपने दोनों हाथ उठा रहा है।,একটি রোবট তার উভয় হাত তুলছে।,ஒரு ரோபோ தனது இரு கைகளையும் உயர்த்துகிறது.,"खड़े होने की स्थिति से रोबोट अपनी कोहनियों को मोड़कर और जानवरों के पंजे की नकल करते हुए हाथों को कोण बनाकर छाती की ऊंचाई तक उठाता है, और फिर कमर को दाएं से बाएं ओर घुमाता है","দাঁড়ানো অবস্থান থেকে রোবট তাদের হাত বুকের উচ্চতায় তুলে তাদের কনুই বাঁকিয়ে এবং হাত কোণ করে পশুর পাঞ্জা নকল করে, এবং তারপর ডান থেকে বাম দিকে কোমরে মোড় নেয়","ரோபோ நிற்கும் நிலையில் இருந்து தங்கள் கைகளை மார்பின் உயரத்திற்கு உயர்த்தி, முழங்கைகளை வளைத்து, கைகளை கோணலாக வைத்து விலங்குகளின் பாதங்களைப் பிரதிபலிக்கிறது",एक रोबोट दूरबीन से बाएँ और दाएँ देखता है।,একটি রোবট বাইনোকুলার দিয়ে ডানে বামে তাকায়।,ஒரு ரோபோ தொலைநோக்கியுடன் இடது மற்றும் வலதுபுறமாகத் தெரிகிறது.,,,,ఒక రోబో తన రెండు చేతులను పైకెత్తింది.,"నిలబడి ఉన్న స్థానం నుండి రోబోట్ వారి మోచేతులు వంగి మరియు చేతులను కోణంలో ఉంచి, జంతువుల పాదాలను అనుకరించడానికి వారి చేతులను ఛాతీ ఎత్తుకు పైకి లేపుతుంది, ఆపై నడుము వద్ద కుడి నుండి ఎడమకు మారుతుంది",ఒక రోబోట్ బైనాక్యులర్‌తో ఎడమ మరియు కుడివైపు కనిపిస్తుంది.,,BMLmovi,clip::10876,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/CMU/_D%3A%5CHumanML3d%5Camass_data%5CCMU%5C122%5C122_24_poses_keypoints_retargeted.npz,1991,CMU/122/122_24_poses.npz,0.0,4.45,4.45,a Robot steps side to side to the left.,stick an took one step to the left.,a Robot takes a step to the left.,,a Robot steps side to side to the left. | stick an took one step to the left. | a Robot takes a step to the left.,एक रोबोट बायीं ओर अगल-बगल कदम रखता है।,একটি রোবট এদিক-ওদিক বাম দিকে এগোচ্ছে।,ஒரு ரோபோ இடது பக்கம் பக்கமாக அடியெடுத்து வைக்கிறது.,बाईं ओर एक कदम बढ़ाया।,লাঠি একটি বাম একটি পদক্ষেপ নিয়েছে.,இடதுபுறமாக ஒரு அடி எடுத்து வைத்தேன்.,एक रोबोट बायीं ओर एक कदम बढ़ाता है।,একটি রোবট বাম দিকে একটি পদক্ষেপ নেয়।,ஒரு ரோபோ இடதுபுறம் ஒரு அடி எடுத்து வைக்கிறது.,,,,ఒక రోబోట్ ఎడమవైపుకు ప్రక్కకు అడుగులు వేస్తుంది.,ఒక అడుగు ఎడమవైపుకు కర్ర.,రోబోట్ ఎడమవైపుకి ఒక అడుగు వేస్తుంది.,,CMU,clip::10154,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/KIT/_D%3A%5CHumanML3d%5Camass_data%5CKIT%5C183%5Cbend_left06_poses_keypoints_retargeted.npz,2033,KIT/183/bend_left06_poses.npz,0.0,4.5,4.5,Robot walks anti clockwise   from back to front,a Robot walks forward and then to his left and then stops.,a Robot walks forward and then off to the left before stopping.,,Robot walks anti clockwise   from back to front | a Robot walks forward and then to his left and then stops. | a Robot walks forward and then off to the left before stopping.,रोबोट पीछे से आगे की ओर वामावर्त चलता है,রোবট ঘড়ির কাঁটার বিপরীত দিকে পিছনে থেকে সামনে হাঁটে,ரோபோ எதிர் கடிகார திசையில் பின்னால் இருந்து முன்னால் செல்கிறது,एक रोबोट आगे चलता है और फिर अपनी बाईं ओर चलता है और फिर रुक जाता है।,একটি রোবট এগিয়ে যায় এবং তারপরে তার বাম দিকে এবং তারপর থেমে যায়।,ஒரு ரோபோ முன்னோக்கிச் சென்று பின்னர் இடதுபுறமாகச் சென்று நிறுத்துகிறது.,एक रोबोट आगे बढ़ता है और फिर रुकने से पहले बाईं ओर चला जाता है।,একটি রোবট থামার আগে সামনের দিকে এবং তারপর বাম দিকে চলে যায়।,ஒரு ரோபோ நிறுத்துவதற்கு முன் முன்னோக்கி நடந்து இடதுபுறமாக செல்கிறது.,,,,రోబోట్ వెనుక నుండి ముందు వరకు యాంటీ క్లాక్‌వైస్‌లో నడుస్తుంది,ఒక రోబోట్ ముందుకు వెళ్లి తన ఎడమ వైపుకు వెళ్లి ఆగిపోతుంది.,ఒక రోబోట్ ఆపివేసే ముందు ముందుకు నడిచి ఆపై ఎడమవైపుకు వెళ్తుంది.,,KIT,clip::2590,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/BMLmovi/_D%3A%5CHumanML3d%5Camass_data%5CBMLmovi%5CSubject_82_F_MoSh%5CSubject_82_F_14_poses_keypoints_retargeted.npz,2037,BMLmovi/Subject_82_F_MoSh/Subject_82_F_14_poses.npz,0.0,4.2,4.2,the Robot kicks something with their right foot.,"a Robot swings their right foot forward, kicking at something.","a Robot take one step forward, kicks their red foot, then takes one step back.",,"the Robot kicks something with their right foot. | a Robot swings their right foot forward, kicking at something. | a Robot take one step forward, kicks their red foot, then takes one step back.",रोबोट अपने दाहिने पैर से किसी चीज़ को मारता है।,রোবট তাদের ডান পা দিয়ে কিছু একটা লাথি মারে।,ரோபோ தனது வலது காலால் எதையோ உதைக்கிறது.,एक रोबोट किसी चीज़ पर लात मारते हुए अपना दाहिना पैर आगे की ओर घुमाता है।,"একটি রোবট তাদের ডান পা সামনের দিকে দোলাচ্ছে, কিছুতে লাথি মারছে।","ஒரு ரோபோ அவர்களின் வலது பாதத்தை முன்னோக்கி ஆட்டி, எதையோ உதைக்கிறது.","एक रोबोट एक कदम आगे बढ़ता है, उनके लाल पैर पर लात मारता है, फिर एक कदम पीछे हट जाता है।","একটি রোবট এক পা এগিয়ে যায়, তাদের লাল পায়ে লাথি মারে, তারপর এক পা পিছিয়ে যায়।","ஒரு ரோபோ ஒரு படி முன்னோக்கி எடுத்து, அதன் சிவப்பு பாதத்தை உதைக்கிறது, பின்னர் ஒரு அடி பின்வாங்குகிறது.",,,,రోబోట్ వారి కుడి పాదంతో ఏదో తన్నుతుంది.,"ఒక రోబోట్ వారి కుడి పాదాన్ని ముందుకు తిప్పుతుంది, ఏదో ఒకదానిపై తన్నుతుంది.","ఒక రోబోట్ ఒక అడుగు ముందుకు వేసి, వారి ఎర్రటి పాదాన్ని తన్నుతుంది, ఆపై ఒక అడుగు వెనక్కి తీసుకుంటుంది.",,BMLmovi,clip::7126,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/KIT/_D%3A%5CHumanML3d%5Camass_data%5CKIT%5C1717%5Cdisplace_tilt_side_05_poses_keypoints_retargeted.npz,2042,KIT/1717/displace_tilt_side_05_poses.npz,0.0,9.6,9.6,a Robot tilts over then stand up shifting both hands to the right.,"a Robot lifts something in front of him from waist height using both hands, then turns his torso to the right and places it on a shelf to his right.","a Robot picks up an object in front of them, brings it upright, then puts it back down.",,"a Robot tilts over then stand up shifting both hands to the right. | a Robot lifts something in front of him from waist height using both hands, then turns his torso to the right and places it on a shelf to his right. | a Robot picks up an object in front of them, brings it upright, then puts it back down.",एक रोबोट झुकता है और फिर दोनों हाथों को दाईं ओर ले जाकर खड़ा हो जाता है।,একটি রোবট কাত হয়ে উঠে দাঁড়ায় এবং উভয় হাত ডানদিকে সরিয়ে দেয়।,ஒரு ரோபோ சாய்ந்து பின்னர் இரு கைகளையும் வலது பக்கம் மாற்றிக்கொண்டு எழுந்து நிற்கிறது.,"एक रोबोट दोनों हाथों का उपयोग करके कमर की ऊंचाई से अपने सामने कुछ उठाता है, फिर उसके धड़ को दाईं ओर मोड़ता है और उसे अपने दाईं ओर एक शेल्फ पर रखता है।","একটি রোবট উভয় হাত ব্যবহার করে কোমরের উচ্চতা থেকে তার সামনে কিছু উত্তোলন করে, তারপর তার ধড় ডানদিকে ঘুরিয়ে তার ডানদিকে একটি শেলফে রাখে।","ஒரு ரோபோ இரண்டு கைகளையும் பயன்படுத்தி இடுப்பு உயரத்தில் இருந்து தனக்கு முன்னால் எதையோ தூக்கி, பின்னர் தனது உடற்பகுதியை வலது பக்கம் திருப்பி, தனது வலதுபுறத்தில் ஒரு அலமாரியில் வைக்கிறது.","एक रोबोट उनके सामने एक वस्तु उठाता है, उसे सीधा लाता है, फिर वापस नीचे रख देता है।","একটি রোবট তাদের সামনে একটি বস্তু তুলে নেয়, এটিকে সোজা করে নিয়ে আসে, তারপরে এটিকে নীচে রাখে।","ஒரு ரோபோ அவர்களுக்கு முன்னால் ஒரு பொருளை எடுத்து, அதை நிமிர்ந்து கொண்டு, பின்னர் அதை மீண்டும் கீழே வைக்கிறது.",,,,ఒక రోబోట్ పైకి వంగి రెండు చేతులను కుడివైపుకి మార్చి నిలబడింది.,"ఒక రోబోట్ రెండు చేతులను ఉపయోగించి నడుము ఎత్తు నుండి అతని ముందు ఏదో పైకి లేపుతుంది, ఆపై తన మొండెం కుడి వైపుకు తిప్పుతుంది మరియు దానిని తన కుడి వైపున ఉన్న షెల్ఫ్‌లో ఉంచుతుంది.","ఒక రోబోట్ వారి ముందు ఉన్న ఒక వస్తువును ఎంచుకొని, దానిని నిటారుగా తీసుకువస్తుంది, ఆపై దానిని తిరిగి కిందకి ఉంచుతుంది.",,KIT,clip::2603,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/BMLmovi/_D%3A%5CHumanML3d%5Camass_data%5CBMLmovi%5CSubject_37_F_MoSh%5CSubject_37_F_18_poses_keypoints_retargeted.npz,2061,BMLmovi/Subject_37_F_MoSh/Subject_37_F_18_poses.npz,0.0,4.95,4.95,a Robot holds his hands together and  moves his arms as if Robot is swinging a baseball bat.,"the Robot holds both hands together and swings arms away from them twice, like swinging a baseball bat","a Robot swings a bat right handed by gripping with both hands, pulling arms to right shoulder then turning quickly to left extending arms out.",,"a Robot holds his hands together and  moves his arms as if Robot is swinging a baseball bat. | the Robot holds both hands together and swings arms away from them twice, like swinging a baseball bat | a Robot swings a bat right handed by gripping with both hands, pulling arms to right shoulder then turning quickly to left extending arms out.",एक रोबोट अपने हाथों को एक साथ पकड़ता है और अपनी भुजाओं को ऐसे हिलाता है मानो रोबोट बेसबॉल का बल्ला घुमा रहा हो।,একটি রোবট তার হাত একত্রে ধরে এবং তার হাত এমনভাবে নাড়ায় যেন রোবট একটি বেসবল ব্যাট দোলাচ্ছে।,"ஒரு ரோபோ தனது கைகளை ஒன்றாகப் பிடித்துக்கொண்டு, ரோபோ பேஸ்பால் மட்டையை ஆடுவது போல் கைகளை நகர்த்துகிறது.","रोबोट दोनों हाथों को एक साथ रखता है और दो बार हाथों को उनसे दूर घुमाता है, जैसे बेसबॉल के बल्ले को घुमाता है","রোবটটি উভয় হাত একসাথে ধরে এবং তাদের থেকে দুবার হাত দুলিয়ে দেয়, যেমন বেসবল ব্যাট দোলাচ্ছে","ரோபோ இரண்டு கைகளையும் ஒன்றாகப் பிடித்து, பேஸ்பால் மட்டையை ஆடுவது போல இருமுறை அவற்றிலிருந்து கைகளை அசைக்கிறது","एक रोबोट बल्ले को दोनों हाथों से पकड़कर दाएं हाथ से घुमाता है, बाहों को दाएं कंधे तक खींचता है और फिर तेजी से बाईं ओर मुड़ता है और बाहों को फैलाता है।","একটি রোবট ডান হাতের একটি ব্যাট দুলিয়ে দুহাতে আঁকড়ে ধরে, ডান কাঁধে বাহু টেনে তারপর দ্রুত বাম দিকে বাঁক বাড়িয়ে হাত বের করে।","ஒரு ரோபோ இரண்டு கைகளாலும் ஒரு மட்டையை வலது கையால் பிடித்து, வலது தோள்பட்டைக்கு கைகளை இழுத்து, பின்னர் கைகளை நீட்டி இடதுபுறமாக வேகமாகத் திரும்புகிறது.",,,,"ఒక రోబోట్ తన చేతులను ఒకదానితో ఒకటి పట్టుకుని, రోబోట్ బేస్ బాల్ బ్యాట్‌ను ఊపుతున్నట్లుగా తన చేతులను కదిలిస్తుంది.",రోబోట్ రెండు చేతులను ఒకదానితో ఒకటి పట్టుకుని బేస్ బాల్ బ్యాట్‌ని ఊపుతున్నట్లుగా రెండుసార్లు వాటి నుండి చేతులు ఊపుతుంది,"ఒక రోబోట్ రెండు చేతులతో పట్టుకోవడం ద్వారా బ్యాట్‌ను కుడిచేతితో ఊపుతూ, కుడి భుజం మీదకు చేతులు లాగి, ఆపై ఎడమవైపుకి వేగంగా తిరుగుతూ చేతులు బయటకి చాపుతుంది.",,BMLmovi,clip::2623,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/MPI_mosh/_D%3A%5CHumanML3d%5Camass_data%5CMPI_mosh%5C00096%5Cstretches_poses_keypoints_retargeted.npz,2084,MPI_mosh/00096/stretches_poses.npz,16.7,25.75,9.05,"with arms raised the upper torso bends to the left, center, to the right, center, then bends to the back and then bends all the way forward until hands touch the ground, rises back to standing","a Robot lifts their arms and leans to the left and right, then bends forward and touches their toes.","a Robot stretches with right arm over their head, left arm over their head, both arms up, then both arms down.",,"with arms raised the upper torso bends to the left, center, to the right, center, then bends to the back and then bends all the way forward until hands touch the ground, rises back to standing | a Robot lifts their arms and leans to the left and right, then bends forward and touches their toes. | a Robot stretches with right arm over their head, left arm over their head, both arms up, then both arms down.","भुजाओं को ऊपर उठाते हुए ऊपरी धड़ बायीं ओर झुकता है, मध्य में, दायीं ओर, मध्य में, फिर पीछे की ओर झुकता है और फिर तब तक आगे की ओर झुकता है जब तक कि हाथ जमीन को न छू लें, वापस उठकर खड़े हो जाते हैं","বাহু তুলে উপরের ধড় বাম দিকে, মাঝখানে, ডানে, মাঝখানে বাঁকে, তারপর পিছনে বাঁকে এবং তারপর হাত মাটিতে স্পর্শ না করা পর্যন্ত সামনের দিকে বাঁকানো, দাঁড়ানো অবস্থায় ফিরে আসে","கைகளை உயர்த்தி மேல் உடற்பகுதியை இடதுபுறமாக, நடுவில், வலதுபுறமாக, மையமாக வளைத்து, பின் பின்புறமாக வளைத்து, பின்னர் கைகள் தரையைத் தொடும் வரை முன்னோக்கி வளைத்து, மீண்டும் எழுந்து நிற்கும்","एक रोबोट उनकी भुजाएँ उठाता है और बाएँ और दाएँ झुकता है, फिर आगे झुकता है और उनके पैर की उंगलियों को छूता है।","একটি রোবট তাদের বাহু তুলে নেয় এবং বাম এবং ডান দিকে ঝুঁকে পড়ে, তারপর সামনে বাঁক করে এবং তাদের পায়ের আঙ্গুল স্পর্শ করে।","ஒரு ரோபோ அவர்களின் கைகளைத் தூக்கி இடது மற்றும் வலது பக்கம் சாய்ந்து, பின் முன்னோக்கி வளைந்து கால்விரல்களைத் தொடுகிறது.","एक रोबोट दाहिना हाथ उनके सिर के ऊपर, बायाँ हाथ उनके सिर के ऊपर, दोनों हाथ ऊपर, फिर दोनों हाथ नीचे करके फैलाता है।","একটি রোবট তাদের মাথার উপর ডান হাত, বাম হাত তাদের মাথার উপরে, উভয় বাহু উপরে, তারপর উভয় বাহু নিচের দিকে প্রসারিত করে।","ஒரு ரோபோ வலது கையை தலைக்கு மேல், இடது கை தலைக்கு மேல், இரு கைகளை மேலேயும், பின்னர் இரு கைகளையும் கீழே நீட்டிக்கொண்டிருக்கிறது.",,,,"చేతులతో ఎగువ మొండెం ఎడమ, మధ్య, కుడి, మధ్యకు వంగి, ఆపై వెనుకకు వంగి, ఆపై చేతులు నేలను తాకే వరకు ముందుకు వంగి, తిరిగి నిలబడటానికి","ఒక రోబోట్ వారి చేతులను ఎత్తి ఎడమ మరియు కుడి వైపుకు వంగి, ఆపై ముందుకు వంగి వారి కాలి వేళ్ళను తాకుతుంది.","ఒక రోబోట్ వారి తలపై కుడి చేయి, తలపై ఎడమ చేయి, రెండు చేతులు పైకి, ఆపై రెండు చేతులు క్రిందికి ఉంచి విస్తరించి ఉంటుంది.",,MPI_mosh,clip::2653,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/MPI_mosh/_D%3A%5CHumanML3d%5Camass_data%5CMPI_mosh%5C00096%5Cstretches_poses_keypoints_retargeted.npz,5172,MPI_mosh/00096/stretches_poses.npz,10.55,20.55,10.0,a Robot stretches with their arms up and twists their body to the left and then the right.,"a Robot is touching their toes, raises their arms and stretches their core.",a Robot bends forward with left/right hands quickly to touch left/right toes directly in front of hands. a Robot twists torso left/right with waist fast facing left/right. a Robot lifts left/right hands fast above left/right shoulder at the same time. a Robot bends torso left/right hand sides fast facing forward,,"a Robot stretches with their arms up and twists their body to the left and then the right. | a Robot is touching their toes, raises their arms and stretches their core. | a Robot bends forward with left/right hands quickly to touch left/right toes directly in front of hands. a Robot twists torso left/right with waist fast facing left/right. a Robot lifts left/right hands fast above left/right shoulder at the same time. a Robot bends torso left/right hand sides fast facing forward",एक रोबोट अपनी बांहों को ऊपर उठाकर खींचता है और अपने शरीर को बाईं ओर और फिर दाईं ओर मोड़ता है।,একটি রোবট তাদের বাহু উপরে প্রসারিত করে এবং তাদের শরীরকে বাম দিকে এবং তারপর ডানদিকে মোচড় দেয়।,"ஒரு ரோபோ தங்கள் கைகளை மேலே நீட்டி, உடலை இடதுபுறமாகவும் பின்னர் வலதுபுறமாகவும் திருப்புகிறது.","एक रोबोट उनके पैर की उंगलियों को छू रहा है, उनकी बांहें उठा रहा है और उनके कोर को फैला रहा है।","একটি রোবট তাদের পায়ের আঙ্গুল স্পর্শ করছে, তাদের বাহু তুলেছে এবং তাদের কোর প্রসারিত করছে।","ஒரு ரோபோ அவர்களின் கால்விரல்களைத் தொட்டு, கைகளை உயர்த்தி, அவற்றின் மையத்தை நீட்டுகிறது.",एक रोबोट सीधे हाथों के सामने बाएं/दाएं पैर की उंगलियों को छूने के लिए बाएं/दाएं हाथों से तेजी से आगे की ओर झुकता है। एक रोबोट धड़ को बाएँ/दाएँ घुमाता है और कमर तेजी से बाएँ/दाएँ की ओर होती है। एक रोबोट एक ही समय में बाएं/दाएं हाथों को तेजी से बाएं/दाएं कंधे से ऊपर उठाता है। एक रोबोट तेजी से आगे की ओर मुंह करके धड़ को बाएं/दाएं तरफ मोड़ता है,একটি রোবট সরাসরি হাতের সামনে বাম/ডান পায়ের আঙ্গুল স্পর্শ করার জন্য বাম/ডান হাত দিয়ে দ্রুত সামনের দিকে বাঁকে। একটি রোবট ধড় বাম/ডানে মোচড় দেয় এবং কোমর দ্রুত বাম/ডানে মুখ করে। একটি রোবট একই সময়ে বাম/ডান কাঁধের উপরে দ্রুত বাম/ডান হাত তুলে নেয়। একটি রোবট ধড় বাম/ডান দিকে দ্রুত সামনের দিকে বাঁকিয়ে দেয়,"ஒரு ரோபோ இடது/வலது கைகளால் விரைவாக முன்னோக்கி வளைந்து கைகளுக்கு முன்னால் நேரடியாக இடது/வலது கால்விரல்களைத் தொடும். ஒரு ரோபோ, இடுப்பை வேகமாக இடது/வலது பக்கம் நோக்கி இடது/வலது உடற்பகுதியைத் திருப்புகிறது. ஒரு ரோபோ ஒரே நேரத்தில் இடது/வலது கைகளை இடது/வலது தோள்பட்டைக்கு மேல் வேகமாக உயர்த்துகிறது. ஒரு ரோபோ உடலை இடது/வலது பக்கங்களை வேகமாக முன்னோக்கி நோக்கி வளைக்கிறது",,,,"ఒక రోబోట్ వారి చేతులను పైకి లాగి, వారి శరీరాన్ని ఎడమ మరియు తరువాత కుడి వైపుకు తిప్పుతుంది.","ఒక రోబోట్ వారి కాలి వేళ్లను తాకుతోంది, వారి చేతులను పైకెత్తి వారి కోర్ని సాగదీస్తుంది.",రోబోట్ ఎడమ/కుడి చేతులతో నేరుగా చేతుల ముందు ఎడమ/కుడి కాలి వేళ్లను తాకడానికి వేగంగా ముందుకు వంగి ఉంటుంది. ఒక రోబోట్ ఎడమ/కుడివైపు ఎడమ/కుడి వైపు వేగంగా నడుముతో మొండెం తిప్పుతుంది. ఒక రోబోట్ ఎడమ/కుడి చేతులను అదే సమయంలో ఎడమ/కుడి భుజం పైన వేగంగా ఎత్తుతుంది. రోబోట్ మొండెం ఎడమ/కుడి వైపులా వేగంగా ముందుకు వంగి ఉంటుంది,,MPI_mosh,clip::2653,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/MPI_mosh/_D%3A%5CHumanML3d%5Camass_data%5CMPI_mosh%5C00096%5Cstretches_poses_keypoints_retargeted.npz,10953,MPI_mosh/00096/stretches_poses.npz,0.05,10.05,10.0,a Robot does motions to stretch out his back,"Robot raises hand above head, twists to the right and left , and proceeds to stretch their back.",raising hands and turning side to side.,,"a Robot does motions to stretch out his back | Robot raises hand above head, twists to the right and left , and proceeds to stretch their back. | raising hands and turning side to side.",एक रोबोट अपनी पीठ को फैलाने के लिए हरकतें करता है,একটি রোবট তার পিঠ প্রসারিত করার জন্য নড়াচড়া করে,ஒரு ரோபோ தனது முதுகை நீட்ட இயக்கங்களைச் செய்கிறது,"रोबोट सिर के ऊपर हाथ उठाता है, दाएं और बाएं मुड़ता है, और अपनी पीठ को फैलाने के लिए आगे बढ़ता है।","রোবট মাথার উপরে হাত তুলছে, ডানে এবং বামে মোচড় দেয় এবং তাদের পিঠ প্রসারিত করতে এগিয়ে যায়।","ரோபோ தலைக்கு மேல் கையை உயர்த்தி, வலது மற்றும் இடது பக்கம் திருப்புகிறது, மேலும் அவர்களின் முதுகை நீட்டுகிறது.",हाथ उठाना और अगल-बगल मुड़ना।,হাত উত্থাপন এবং একপাশে বাঁক.,"கைகளை உயர்த்தி, பக்கமாகத் திருப்புதல்.",,,,ఒక రోబోట్ తన వీపును చాచడానికి కదలికలు చేస్తుంది,"రోబోట్ తలపైకి చేతిని పైకి లేపి, కుడి మరియు ఎడమ వైపుకు తిప్పుతుంది మరియు వారి వీపును సాగదీస్తుంది.",చేతులు పైకెత్తడం మరియు పక్కకు తిరగడం.,,MPI_mosh,clip::2653,reserve
https://huggingface.co/datasets/AdiShingote/pragya-vla-g1-motion-dataset/resolve/main/KIT/_D%3A%5CHumanML3d%5Camass_data%5CKIT%5C3%5Cparkour03_poses_keypoints_retargeted.npz,2104,KIT/3/parkour03_poses.npz,0.85,10.85,10.0,Robot is walking in us and circles.,a Robot slowly walks in an s shape while shifting weight between each leg,a Robot walks in a s shape route to the left.,,Robot is walking in us and circles. | a Robot slowly walks in an s shape while shifting weight between each leg | a Robot walks in a s shape route to the left.,रोबोट हमारे और वृत्तों में घूम रहा है।,রোবট আমাদের এবং চেনাশোনা মধ্যে হাঁটা.,ரோபோ நம்மிலும் வட்டங்களிலும் நடந்து கொண்டிருக்கிறது.,एक रोबोट प्रत्येक पैर के बीच वजन स्थानांतरित करते हुए धीरे-धीरे एस आकार में चलता है,প্রতিটি পায়ের মধ্যে ওজন স্থানান্তর করার সময় একটি রোবট ধীরে ধীরে একটি s আকারে হাঁটে,ஒவ்வொரு காலுக்கும் இடையில் எடையை மாற்றும்போது ஒரு ரோபோ மெதுவாக s வடிவத்தில் நடந்து செல்கிறது,एक रोबोट बाईं ओर एस आकार के मार्ग पर चलता है।,একটি রোবট বাম দিকে s আকৃতির পথে হাঁটছে।,ஒரு ரோபோ இடதுபுறம் s வடிவ பாதையில் செல்கிறது.,,,,రోబోట్ మనలో మరియు సర్కిల్‌లలో నడుస్తోంది.,ప్రతి కాలు మధ్య బరువును మారుస్తూ రోబోట్ నెమ్మదిగా s ఆకారంలో నడుస్తుంది,ఒక రోబోట్ ఎడమవైపు s ఆకారంలో నడుస్తుంది.,,KIT,clip::8580,reserve
