  train: 17,904 windows | langs=['hi'] | L=10 H=60 | window-language pairs with >=2 captions: 17,892
  val: 1,370 windows | langs=['hi'] | L=10 H=60 | window-language pairs with >=2 captions: 1,368
You are using the default legacy behaviour of the <class 'transformers.models.t5.tokenization_t5.T5Tokenizer'>. This is expected, and simply means that the `legacy` (previous) behavior will be used so nothing changes for you. If you want to use the new behaviour, set `legacy=False`. This should only be set if you understand what it means, and thoroughly read the reason why this was added as explained in https://github.com/huggingface/transformers/pull/24565
The tokenizer you are loading from '/workspace/models/muril-base-cased' with an incorrect regex pattern: https://huggingface.co/mistralai/Mistral-Small-3.1-24B-Instruct-2503/discussions/84#69121093e8b480e709447d5e. This will lead to incorrect tokenization. You should set the `fix_mistral_regex=True` flag when loading this tokenizer to fix this issue.
  loaded 100m step=170000 self_qk=True cross_qk=True text_mask_prob=0.0
  encoder keys not in ckpt (expected, new module): 212
  trainable: 9 tensors, 4,725,505 params (adapter only)
  [geometry gate] n=128  token_norm=7.050 (t5 6.758)  cos(i,j)=0.6245 (t5 0.6563)  btwn/mu=0.7721 (t5 0.7201)

  [GATE] L_null (cached t5 empty-string context, 1024 val windows) = 0.03042
         Run 1 reference on BONES-SEED: L_correct 0.04815 / L_wrong 0.05900
         If L_null ~ L_wrong the native loss is a strong anchor; if it sits near L_correct, add --lambda-en and consider the repulsion term.

wandb: [wandb.login()] Loaded credentials for https://api.wandb.ai from WANDB_API_KEY.
wandb: Currently logged in as: aayush21003 (aayush21003-indraprastha-institute-of-information-techno) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.29.0
wandb: Run data is saved locally in /workspace/wandb/run-20260905_210634-34mjptgu
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run maila-mp-hi-v4D-corpus-len0.5-20260905-210619
wandb: ⭐️ View project at https://wandb.ai/aayush21003-indraprastha-institute-of-information-techno/maila-run2-motionpivot
wandb: 🚀 View run at https://wandb.ai/aayush21003-indraprastha-institute-of-information-techno/maila-run2-motionpivot/runs/34mjptgu
       1 loss=0.07899 nat=0.07469 xling=0.00137 en=0.00723 a=+0.1000 gn=0.05 1.09s/step | para=1.00
  !! HF push failed: (Request ID: Root=1-6a9c8c4e-470b68da7ca6d3aa4e7e17d3;db144afe-e8c6-4b8a-8692-0350da1a9c64)

403 Forbidden: Private repository storage limit reached, please upg
    2025 loss=0.03879 nat=0.03647 xling=0.00054 en=0.00409 a=+0.1041 gn=0.05 1.02s/step | para=1.00
    2050 loss=0.04679 nat=0.04481 xling=0.00047 en=0.00349 a=+0.1042 gn=0.03 1.02s/step | para=1.00
    2075 loss=0.05153 nat=0.04982 xling=0.00048 en=0.00294 a=+0.1043 gn=0.04 1.02s/step | para=1.00
    2100 loss=0.04542 nat=0.03951 xling=0.00153 en=0.01028 a=+0.1046 gn=0.17 1.02s/step | para=1.00
    2125 loss=0.04007 nat=0.03865 xling=0.00021 en=0.00265 a=+0.1043 gn=0.03 1.02s/step | para=1.00
    2150 loss=0.03551 nat=0.03369 xling=0.00053 en=0.00310 a=+0.1045 gn=0.04 1.02s/step | para=0.99 degen=0.01
    2175 loss=0.04891 nat=0.04672 xling=0.00096 en=0.00342 a=+0.1046 gn=0.02 1.02s/step | para=1.00
    2200 loss=0.04093 nat=0.03857 xling=0.00041 en=0.00431 a=+0.1047 gn=0.01 1.02s/step | para=1.00
    2225 loss=0.05914 nat=0.05693 xling=0.00056 en=0.00386 a=+0.1050 gn=0.04 1.02s/step | para=1.00
    2250 loss=0.03353 nat=0.03234 xling=0.00023 en=0.00216 a=+0.1045 gn=0.02 1.02s/step | para=1.00 degen=0.00
    2275 loss=0.02697 nat=0.02586 xling=0.00031 en=0.00192 a=+0.1045 gn=0.01 1.02s/step | para=1.00
    2300 loss=0.04700 nat=0.04238 xling=0.00047 en=0.00877 a=+0.1048 gn=0.07 1.02s/step | para=1.00
    2325 loss=0.03895 nat=0.03665 xling=0.00035 en=0.00424 a=+0.1048 gn=0.04 1.02s/step | para=1.00
    2350 loss=0.04743 nat=0.04346 xling=0.00042 en=0.00753 a=+0.1052 gn=0.02 1.02s/step | para=1.00
    2375 loss=0.04257 nat=0.03958 xling=0.00024 en=0.00574 a=+0.1059 gn=0.10 1.02s/step | para=1.00
    2400 loss=0.02698 nat=0.02593 xling=0.00034 en=0.00175 a=+0.1056 gn=0.01 1.02s/step | para=1.00 degen=0.00
    2425 loss=0.04055 nat=0.03844 xling=0.00025 en=0.00396 a=+0.1053 gn=0.01 1.02s/step | para=1.00
    2450 loss=0.03341 nat=0.03202 xling=0.00023 en=0.00254 a=+0.1052 gn=0.01 1.02s/step | para=1.00
    2475 loss=0.03206 nat=0.03040 xling=0.00035 en=0.00298 a=+0.1050 gn=0.02 1.02s/step | para=1.00
    2500 loss=0.03849 nat=0.03688 xling=0.00047 en=0.00276 a=+0.1052 gn=0.02 1.02s/step | para=1.00
  [val] step 2500: hi: native=0.03688 rel=-0.68% tiv=1.06e-03
  !! WARNING caption-swap sensitivity below the step-2000 level of Run 1 (+2.0%). The adapter may be ignoring the caption.
    2525 loss=0.03436 nat=0.03238 xling=0.00033 en=0.00364 a=+0.1056 gn=0.02 1.02s/step | para=1.00
    2550 loss=0.04717 nat=0.04276 xling=0.00047 en=0.00835 a=+0.1052 gn=0.08 1.02s/step | para=1.00 degen=0.00
    2575 loss=0.04978 nat=0.04797 xling=0.00033 en=0.00329 a=+0.1051 gn=0.01 1.02s/step | para=1.00
    2600 loss=0.03182 nat=0.03029 xling=0.00019 en=0.00286 a=+0.1056 gn=0.03 1.02s/step | para=1.00
    2625 loss=0.03541 nat=0.03371 xling=0.00027 en=0.00312 a=+0.1058 gn=0.01 1.02s/step | para=0.99 degen=0.01
    2650 loss=0.06936 nat=0.06624 xling=0.00112 en=0.00512 a=+0.1057 gn=0.07 1.02s/step | para=1.00
    2675 loss=0.05007 nat=0.04152 xling=0.00047 en=0.01663 a=+0.1061 gn=0.04 1.02s/step | para=1.00
    2700 loss=0.04377 nat=0.04192 xling=0.00042 en=0.00328 a=+0.1053 gn=0.02 1.02s/step | para=1.00
    2725 loss=0.03824 nat=0.03645 xling=0.00043 en=0.00314 a=+0.1055 gn=0.02 1.02s/step | para=1.00 degen=0.00
    2750 loss=0.03217 nat=0.02959 xling=0.00034 en=0.00481 a=+0.1059 gn=0.01 1.02s/step | para=1.00
    2775 loss=0.06583 nat=0.06338 xling=0.00037 en=0.00454 a=+0.1061 gn=0.14 1.02s/step | para=1.00
    2800 loss=0.03968 nat=0.03803 xling=0.00037 en=0.00292 a=+0.1063 gn=0.05 1.02s/step | para=1.00
    2825 loss=0.05373 nat=0.04943 xling=0.00310 en=0.00550 a=+0.1066 gn=0.12 1.02s/step | para=1.00
    2850 loss=0.02581 nat=0.02483 xling=0.00020 en=0.00176 a=+0.1061 gn=0.04 1.02s/step | para=1.00
    2875 loss=0.03963 nat=0.03693 xling=0.00104 en=0.00437 a=+0.1064 gn=0.06 1.02s/step | para=1.00 degen=0.00
    2900 loss=0.03622 nat=0.03398 xling=0.00036 en=0.00411 a=+0.1060 gn=0.01 1.02s/step | para=1.00
    2925 loss=0.04703 nat=0.04504 xling=0.00058 en=0.00340 a=+0.1065 gn=0.01 1.02s/step | para=1.00 degen=0.00
    2950 loss=0.03620 nat=0.03447 xling=0.00044 en=0.00301 a=+0.1066 gn=0.01 1.02s/step | para=1.00 degen=0.00
    2975 loss=0.03319 nat=0.03178 xling=0.00027 en=0.00254 a=+0.1068 gn=0.01 1.02s/step | para=1.00
    3000 loss=0.04400 nat=0.04148 xling=0.00077 en=0.00427 a=+0.1064 gn=0.02 1.02s/step | para=1.00
  [val] step 3000: hi: native=0.03657 rel=-0.49% tiv=1.22e-03
  !! WARNING caption-swap sensitivity below the step-2000 level of Run 1 (+2.0%). The adapter may be ignoring the caption.
    3025 loss=0.02909 nat=0.02722 xling=0.00050 en=0.00323 a=+0.1067 gn=0.02 1.02s/step | para=1.00
    3050 loss=0.05146 nat=0.04915 xling=0.00049 en=0.00413 a=+0.1069 gn=0.05 1.02s/step | para=1.00
    3075 loss=0.03788 nat=0.03615 xling=0.00039 en=0.00307 a=+0.1071 gn=0.01 1.02s/step | para=1.00
    3100 loss=0.03454 nat=0.03316 xling=0.00024 en=0.00251 a=+0.1074 gn=0.03 1.02s/step | para=1.00
    3125 loss=0.03250 nat=0.03066 xling=0.00035 en=0.00333 a=+0.1075 gn=0.03 1.02s/step | para=1.00
    3150 loss=0.04415 nat=0.04152 xling=0.00079 en=0.00447 a=+0.1077 gn=0.03 1.02s/step | para=1.00 degen=0.00
    3175 loss=0.02688 nat=0.02561 xling=0.00020 en=0.00235 a=+0.1075 gn=0.01 1.02s/step | para=1.00
    3200 loss=0.04349 nat=0.04211 xling=0.00058 en=0.00219 a=+0.1076 gn=0.02 1.02s/step | para=1.00
    3225 loss=0.05795 nat=0.05440 xling=0.00089 en=0.00621 a=+0.1078 gn=0.12 1.02s/step | para=1.00
    3250 loss=0.02475 nat=0.02379 xling=0.00020 en=0.00172 a=+0.1077 gn=0.02 1.02s/step | para=1.00 degen=0.00
    3275 loss=0.02815 nat=0.02693 xling=0.00036 en=0.00208 a=+0.1076 gn=0.02 1.02s/step | para=1.00
    3300 loss=0.05717 nat=0.05571 xling=0.00025 en=0.00265 a=+0.1081 gn=0.03 1.02s/step | para=1.00
    3325 loss=0.04608 nat=0.04322 xling=0.00060 en=0.00511 a=+0.1085 gn=0.05 1.02s/step | para=1.00
    3350 loss=0.02898 nat=0.02734 xling=0.00043 en=0.00283 a=+0.1086 gn=0.02 1.02s/step | para=1.00
    3375 loss=0.04564 nat=0.04309 xling=0.00065 en=0.00445 a=+0.1088 gn=0.03 1.02s/step | para=1.00
    3400 loss=0.04581 nat=0.04294 xling=0.00065 en=0.00509 a=+0.1084 gn=0.05 1.02s/step | para=1.00
    3425 loss=0.04422 nat=0.04125 xling=0.00063 en=0.00533 a=+0.1085 gn=0.03 1.02s/step | para=1.00
    3450 loss=0.04929 nat=0.04609 xling=0.00060 en=0.00579 a=+0.1091 gn=0.11 1.02s/step | para=1.00 degen=0.00
    3475 loss=0.05993 nat=0.05569 xling=0.00092 en=0.00754 a=+0.1094 gn=0.03 1.02s/step | para=1.00
    3500 loss=0.04907 nat=0.04696 xling=0.00069 en=0.00354 a=+0.1093 gn=0.01 1.02s/step | para=1.00
  [val] step 3500: hi: native=0.03684 rel=-1.56% tiv=1.79e-03
  !! WARNING caption-swap sensitivity below the step-2000 level of Run 1 (+2.0%). The adapter may be ignoring the caption.
    3525 loss=0.02881 nat=0.02735 xling=0.00039 en=0.00253 a=+0.1088 gn=0.01 1.02s/step | para=1.00 degen=0.00
    3550 loss=0.03219 nat=0.02995 xling=0.00090 en=0.00358 a=+0.1086 gn=0.02 1.02s/step | para=1.00
    3575 loss=0.04046 nat=0.03806 xling=0.00032 en=0.00449 a=+0.1082 gn=0.02 1.02s/step | para=1.00 degen=0.00
    3600 loss=0.06552 nat=0.06451 xling=0.00029 en=0.00174 a=+0.1083 gn=0.08 1.02s/step | para=1.00
    3625 loss=0.03716 nat=0.03343 xling=0.00033 en=0.00714 a=+0.1087 gn=0.01 1.02s/step | para=1.00 degen=0.00
    3650 loss=0.05902 nat=0.05619 xling=0.00079 en=0.00488 a=+0.1089 gn=0.06 1.02s/step | para=1.00
    3675 loss=0.03150 nat=0.02979 xling=0.00060 en=0.00283 a=+0.1093 gn=0.02 1.02s/step | para=1.00
    3700 loss=0.03778 nat=0.03407 xling=0.00111 en=0.00631 a=+0.1091 gn=0.02 1.02s/step | para=1.00
    3725 loss=0.04069 nat=0.03766 xling=0.00034 en=0.00572 a=+0.1091 gn=0.01 1.02s/step | para=1.00
    3750 loss=0.05371 nat=0.05143 xling=0.00059 en=0.00397 a=+0.1090 gn=0.02 1.02s/step | para=1.00
    3775 loss=0.03934 nat=0.03491 xling=0.00333 en=0.00553 a=+0.1096 gn=0.04 1.02s/step | para=1.00
    3800 loss=0.04194 nat=0.04059 xling=0.00032 en=0.00239 a=+0.1096 gn=0.04 1.02s/step | para=1.00
    3825 loss=0.04907 nat=0.04541 xling=0.00176 en=0.00555 a=+0.1098 gn=0.02 1.02s/step | para=1.00
    3850 loss=0.04120 nat=0.03758 xling=0.00034 en=0.00690 a=+0.1097 gn=0.14 1.02s/step | para=1.00
    3875 loss=0.03768 nat=0.03581 xling=0.00035 en=0.00337 a=+0.1095 gn=0.01 1.02s/step | para=1.00
    3900 loss=0.04129 nat=0.03882 xling=0.00073 en=0.00422 a=+0.1096 gn=0.03 1.02s/step | para=1.00
    3925 loss=0.04198 nat=0.04008 xling=0.00055 en=0.00324 a=+0.1096 gn=0.02 1.02s/step | para=1.00
    3950 loss=0.07544 nat=0.06965 xling=0.00251 en=0.00907 a=+0.1099 gn=0.09 1.02s/step | para=1.00 degen=0.00
    3975 loss=0.03113 nat=0.02851 xling=0.00176 en=0.00349 a=+0.1100 gn=0.02 1.02s/step | para=1.00
    4000 loss=0.03035 nat=0.02857 xling=0.00048 en=0.00309 a=+0.1103 gn=0.02 1.02s/step | para=1.00 degen=0.00
  [val] step 4000: hi: native=0.03648 rel=+0.23% tiv=1.39e-03
  !! WARNING caption-swap sensitivity below the step-2000 level of Run 1 (+2.0%). The adapter may be ignoring the caption.
  !! HF push failed: (Request ID: Root=1-6a9c9455-7c409ed00bc6086d6d497586;a82de86f-73d6-451e-a983-31792a6e9ed3)

403 Forbidden: Private repository storage limit reached, please upg
    4025 loss=0.02820 nat=0.02624 xling=0.00067 en=0.00325 a=+0.1105 gn=0.02 1.02s/step | para=1.00
    4050 loss=0.04862 nat=0.04646 xling=0.00052 en=0.00379 a=+0.1103 gn=0.05 1.02s/step | para=1.00
    4075 loss=0.02916 nat=0.02772 xling=0.00029 en=0.00259 a=+0.1107 gn=0.02 1.02s/step | para=1.00
    4100 loss=0.03197 nat=0.02982 xling=0.00093 en=0.00336 a=+0.1104 gn=0.01 1.02s/step | para=1.00
    4125 loss=0.03751 nat=0.03523 xling=0.00078 en=0.00377 a=+0.1108 gn=0.02 1.02s/step | para=1.00
    4150 loss=0.03368 nat=0.03216 xling=0.00053 en=0.00250 a=+0.1109 gn=0.02 1.02s/step | para=1.00 degen=0.00
    4175 loss=0.04309 nat=0.04041 xling=0.00058 en=0.00478 a=+0.1111 gn=0.01 1.02s/step | para=1.00
    4200 loss=0.04216 nat=0.03944 xling=0.00048 en=0.00498 a=+0.1110 gn=0.05 1.02s/step | para=1.00
    4225 loss=0.04813 nat=0.04563 xling=0.00094 en=0.00407 a=+0.1110 gn=0.02 1.02s/step | para=1.00
